nid,title,ramo
3380,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Material para construção
3380,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Material para pintura
3380,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Mobiliário
3380,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Serviço de marcenaria
3380,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Serviço de serralheria
3380,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Tapeçaria e decoração
3380,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Vidraçaria
3382,Intermidia Serviços de Propaganda Ltda.,Digitalização de textos
3382,Intermidia Serviços de Propaganda Ltda.,Jornais e revistas
3382,Intermidia Serviços de Propaganda Ltda.,Livros
3383,SUL GRAPHICS PRODUTOS E EQUIPAMENTOS GRAF LTDA,Material e equipamento gráfico
3383,SUL GRAPHICS PRODUTOS E EQUIPAMENTOS GRAF LTDA,Serviço gráfico (manutenção de máquinas e equipamentos)
3383,SUL GRAPHICS PRODUTOS E EQUIPAMENTOS GRAF LTDA,"Suprimentos gráficos (chapa offset, tinta offset, restaurador de blanqueta etc.)"
3384,Metrica SP Reformas e Serviços Ltda - ME,Obras e serviços na construção civil
3386,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Eletrodomésticos
3386,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Material para construção
3386,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Mobiliário
3386,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Serviço de marcenaria
3386,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Serviço de serralheria
3386,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Vidraçaria
3387,K.R.A KOMPRESSOR REFRIGERAÇÃO & AR CONDICIONADO LTDA.,Refrigeração
3389,AA EURO CONSTRUÇÕES E REFORMAS EIRELI,Obras e serviços na construção civil
3389,AA EURO CONSTRUÇÕES E REFORMAS EIRELI,Serviço de marcenaria
3389,AA EURO CONSTRUÇÕES E REFORMAS EIRELI,Serviço de serralheria
3389,AA EURO CONSTRUÇÕES E REFORMAS EIRELI,Vidraçaria
3393,Thiago Augusto Almeida Passos 30155855840,Livros
3393,Thiago Augusto Almeida Passos 30155855840,Serviço de revisão de textos acadêmicos
3393,Thiago Augusto Almeida Passos 30155855840,Tradução de textos
3396,ZP Produções e Vídeos Ltda - ME,Audiovisual
3396,ZP Produções e Vídeos Ltda - ME,Serviço de áudio e vídeo
3396,ZP Produções e Vídeos Ltda - ME,Tradução de textos
3397,Bibliotheca Sistemas do Brasil LTDA,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3397,Bibliotheca Sistemas do Brasil LTDA,Informática (acessórios e equipamentos)
3397,Bibliotheca Sistemas do Brasil LTDA,Informática (softwares)
3397,Bibliotheca Sistemas do Brasil LTDA,Informática (suprimentos)
3397,Bibliotheca Sistemas do Brasil LTDA,Segurança e proteção
3398,LORIGRAF LESTE TINTAS ESPECIAIS LTDA,Impressão gráfica
3398,LORIGRAF LESTE TINTAS ESPECIAIS LTDA,Jornais e revistas
3398,LORIGRAF LESTE TINTAS ESPECIAIS LTDA,Material e equipamento gráfico
3398,LORIGRAF LESTE TINTAS ESPECIAIS LTDA,Papéis e cartões
3398,LORIGRAF LESTE TINTAS ESPECIAIS LTDA,Produtos químicos
3398,LORIGRAF LESTE TINTAS ESPECIAIS LTDA,Serviço gráfico (manutenção de máquinas e equipamentos)
3398,LORIGRAF LESTE TINTAS ESPECIAIS LTDA,"Suprimentos gráficos (chapa offset, tinta offset, restaurador de blanqueta etc.)"
3399,Pigma Gráfica e Editora Ltda,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3399,Pigma Gráfica e Editora Ltda,Impressão gráfica
3400,Caninana Produção de Filmes Ltda-ME,Audiovisual
3401,ALEM MAR TRANSPORTES E TURISMO LTDA,Transportes
3402,Qualilimp Comercio De Materiais De Limpeza Ltda,Limpeza e higiene
3402,Qualilimp Comercio De Materiais De Limpeza Ltda,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3403,Personal Vans Locação de Veículos Ltda ME,Transportes
3408,INFO MATEC COMERCIAL EIRELI-ME,Ferragens e ferramentas
3408,INFO MATEC COMERCIAL EIRELI-ME,Material elétrico
3408,INFO MATEC COMERCIAL EIRELI-ME,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3408,INFO MATEC COMERCIAL EIRELI-ME,Material hidráulico
3408,INFO MATEC COMERCIAL EIRELI-ME,Material para construção
3408,INFO MATEC COMERCIAL EIRELI-ME,Material para pintura
3410,Sistemas de Serviços RB Qaulity Comérvio de Embalagens Ltda,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3411,MVS CARTUCHOS LTDA,Informática (suprimentos)
3412,IMPACTO COMERCIO E SERVIÇOS -LTDA,Informática (acessórios e equipamentos)
3413,MPS DISTRIBUIDORA MERCANTIL LTDA,Refrigeração
3414,ELETRICA COMERCIAL ANDRA LTDA,Material elétrico
3415,Konsept Editoração Eletrônica Ltda ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3415,Konsept Editoração Eletrônica Ltda ME,Digitalização de textos
3415,Konsept Editoração Eletrônica Ltda ME,Jornais e revistas
3415,Konsept Editoração Eletrônica Ltda ME,Livros
3415,Konsept Editoração Eletrônica Ltda ME,"Material para eventos (sacola, caneta, chaveiro e outros)"
3415,Konsept Editoração Eletrônica Ltda ME,Serviço de revisão de textos acadêmicos
3415,Konsept Editoração Eletrônica Ltda ME,Tradução de textos
3419,MOBKO INDUSTRIA E COMERCIO DE MOVEIS,Arquivos deslizantes
3419,MOBKO INDUSTRIA E COMERCIO DE MOVEIS,Mobiliário
3419,MOBKO INDUSTRIA E COMERCIO DE MOVEIS,Mobiliário (móveis de aço)
3419,MOBKO INDUSTRIA E COMERCIO DE MOVEIS,Serviço de marcenaria
3420,OUROFORM  COMERCIO DE MOVEIS LTDA-ME,Arquivos deslizantes
3420,OUROFORM  COMERCIO DE MOVEIS LTDA-ME,Mobiliário
3420,OUROFORM  COMERCIO DE MOVEIS LTDA-ME,Mobiliário (móveis de aço)
3421,Associação dos Membros da Editora Júnior de Multimeios,Jornais e revistas
3421,Associação dos Membros da Editora Júnior de Multimeios,Livros
3421,Associação dos Membros da Editora Júnior de Multimeios,Papéis e cartões
3423,GLOBAL AR COMERCIO E REFRIGERAÇÃO,Refrigeração
3457,Andrea dos Reis Estanislau,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3431,IT Alpha Soluções em Informática Ltda.,Informática (acessórios e equipamentos)
3431,IT Alpha Soluções em Informática Ltda.,Informática (softwares)
3431,IT Alpha Soluções em Informática Ltda.,Informática (suprimentos)
3433,Rocha Soares Construção e Instalação Ltda. EPP,Obras e serviços na construção civil
3434,AD DE OLIVEIRA INSTALAÇÕES - ME,Telecomunicações
3435,V.C. FERNANDES TRATAMENTO DE ÁGUA - ME,"Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) "
3435,V.C. FERNANDES TRATAMENTO DE ÁGUA - ME,Limpeza e higiene
3435,V.C. FERNANDES TRATAMENTO DE ÁGUA - ME,Refrigeração
3436,Top Van Locadora de Veiculos Ltda Me,Transportes
3439,SUPPLY COMERCIAL ELETRICA EIRELI,Ferragens e ferramentas
3439,SUPPLY COMERCIAL ELETRICA EIRELI,Material elétrico
3439,SUPPLY COMERCIAL ELETRICA EIRELI,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3439,SUPPLY COMERCIAL ELETRICA EIRELI,Material hidráulico
3439,SUPPLY COMERCIAL ELETRICA EIRELI,Material para construção
3439,SUPPLY COMERCIAL ELETRICA EIRELI,Material para pintura
3439,SUPPLY COMERCIAL ELETRICA EIRELI,Refrigeração
3439,SUPPLY COMERCIAL ELETRICA EIRELI,Segurança e proteção - EPI
3439,SUPPLY COMERCIAL ELETRICA EIRELI,Telecomunicações
3442,ALUMEM SUPRIMENTOS DE INFORMATICA LTDA,Informática (acessórios e equipamentos)
3442,ALUMEM SUPRIMENTOS DE INFORMATICA LTDA,Informática (softwares)
3442,ALUMEM SUPRIMENTOS DE INFORMATICA LTDA,Informática (suprimentos)
3442,ALUMEM SUPRIMENTOS DE INFORMATICA LTDA,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3445,LB CONSTRUVISION LTDA - EPP,Obras e serviços na construção civil
3446,Maxlimp Comercio de Higiene e Limpeza Ltda - ME,Limpeza e higiene
3446,Maxlimp Comercio de Higiene e Limpeza Ltda - ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3446,Maxlimp Comercio de Higiene e Limpeza Ltda - ME,Produtos químicos
3447,CORPORATE GIFTS COMERCIO EIRELLI EPP,Organização de eventos e buffet
3448,jucileide oliveira de Sousa Silva EPP,Madeiras
3448,jucileide oliveira de Sousa Silva EPP,Material para pintura
3448,jucileide oliveira de Sousa Silva EPP,Obras e serviços na construção civil
3448,jucileide oliveira de Sousa Silva EPP,Serviço de marcenaria
3448,jucileide oliveira de Sousa Silva EPP,Serviço de serralheria
3448,jucileide oliveira de Sousa Silva EPP,Tapeçaria e decoração
3448,jucileide oliveira de Sousa Silva EPP,Vidraçaria
3450,FUNDAÇÃO DE ESTUDOS AGRÁRIOS LUIZ DE QUEIROZ,Cursos e treinamentos
3451,Projector Video Service Comércio e Manutenção de Equipamentos Multimídia LTDA,Audiovisual
3456,GS - CARPETES E PISOS LTDA - EPP,Tapeçaria e decoração
3452,RP AR CONDICIONADO EIRELI,Refrigeração
3453,HYPER COMERCIO DE DESCARTAVEIS E LIMPEZA LTDA,Copa e cozinha
3453,HYPER COMERCIO DE DESCARTAVEIS E LIMPEZA LTDA,Limpeza e higiene
3453,HYPER COMERCIO DE DESCARTAVEIS E LIMPEZA LTDA,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3453,HYPER COMERCIO DE DESCARTAVEIS E LIMPEZA LTDA,Produtos químicos
3458,NOVA MAXIMOS LTDA,Copa e cozinha
3458,NOVA MAXIMOS LTDA,Limpeza e higiene
3458,NOVA MAXIMOS LTDA,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3459,LGATECH INFORMATICA LTDA ME,Audiovisual
3459,LGATECH INFORMATICA LTDA ME,Copa e cozinha
3459,LGATECH INFORMATICA LTDA ME,Eletrodomésticos
3459,LGATECH INFORMATICA LTDA ME,Informática (acessórios e equipamentos)
3459,LGATECH INFORMATICA LTDA ME,Informática (softwares)
3459,LGATECH INFORMATICA LTDA ME,Informática (suprimentos)
3459,LGATECH INFORMATICA LTDA ME,Material de escritório e desenho (papelaria)
3459,LGATECH INFORMATICA LTDA ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3459,LGATECH INFORMATICA LTDA ME,Material e equipamento gráfico
3459,LGATECH INFORMATICA LTDA ME,Material elétrico
3459,LGATECH INFORMATICA LTDA ME,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3459,LGATECH INFORMATICA LTDA ME,Mobiliário
3459,LGATECH INFORMATICA LTDA ME,Refrigeração
3459,LGATECH INFORMATICA LTDA ME,Telecomunicações
3470,Qualilimp Comercio De Materiais De Limpeza,Copa e cozinha
3470,Qualilimp Comercio De Materiais De Limpeza,Limpeza e higiene
3473,LITTO COM. HIGIÊNE DESCARTÁVEIS ALIMENTÍCIOS LTDA,Copa e cozinha
3473,LITTO COM. HIGIÊNE DESCARTÁVEIS ALIMENTÍCIOS LTDA,Gêneros alimentícios
3473,LITTO COM. HIGIÊNE DESCARTÁVEIS ALIMENTÍCIOS LTDA,Limpeza e higiene
3473,LITTO COM. HIGIÊNE DESCARTÁVEIS ALIMENTÍCIOS LTDA,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3473,LITTO COM. HIGIÊNE DESCARTÁVEIS ALIMENTÍCIOS LTDA,Produtos químicos
3476,F.R.Ribeiro Móveis ME,Copa e cozinha
3476,F.R.Ribeiro Móveis ME,Mobiliário
3476,F.R.Ribeiro Móveis ME,Mobiliário (móveis de aço)
3479,Total Acessibilidade Serv. De Produtos de Acessibilidade LTDA ME,Acessibilidade
3482,Marcio dos Santos Goncalves EPP,Mobiliário
3482,Marcio dos Santos Goncalves EPP,Mobiliário (móveis de aço)
3483,CIED Comércio e Exportação de Display Ltda,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3483,CIED Comércio e Exportação de Display Ltda,"Material para eventos (sacola, caneta, chaveiro e outros)"
3484,Liol Com. de Periféricos e Acessórios de Informática Ltda – ME,Informática (acessórios e equipamentos)
3484,Liol Com. de Periféricos e Acessórios de Informática Ltda – ME,Informática (suprimentos)
3484,Liol Com. de Periféricos e Acessórios de Informática Ltda – ME,Material de escritório e desenho (papelaria)
3484,Liol Com. de Periféricos e Acessórios de Informática Ltda – ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Arquivos deslizantes
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Audiovisual
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Copa e cozinha
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Eletrodomésticos
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Ferragens e ferramentas
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Gêneros alimentícios
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Informática (acessórios e equipamentos)
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Informática (suprimentos)
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Lacres e etiquetas
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Limpeza e higiene
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Livros
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Madeiras
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Materiais e equipamentos para movimentação de carga
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Material de escritório e desenho (papelaria)
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Material elétrico
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Material hidráulico
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Material para construção
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Material para pintura
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Mobiliário
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Mobiliário (móveis de aço)
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Obras e serviços na construção civil
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Papéis e cartões
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Serviço de serralheria
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Tapeçaria e decoração
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Telecomunicações
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Uniformes
3485,TCM-Tarsis Comercial de Mercadorias e Serviços Ltda-Me,Vidraçaria
3486,Compacta Comercio e Serviços Ltda,Informática (acessórios e equipamentos)
3487,Plasbox Produtos Plásticos Ltda,Ferragens e ferramentas
3487,Plasbox Produtos Plásticos Ltda,Gêneros alimentícios
3487,Plasbox Produtos Plásticos Ltda,Materiais e equipamentos para movimentação de carga
3487,Plasbox Produtos Plásticos Ltda,Material para construção
3487,Plasbox Produtos Plásticos Ltda,Médico-hospitalar
3487,Plasbox Produtos Plásticos Ltda,Obras e serviços na construção civil
3487,Plasbox Produtos Plásticos Ltda,Organização de eventos e buffet
3490,Coktail Gráfica e Editora Ltda EPP,Impressão gráfica
3491,Seegma Com. Imp. Exp. Ltda,Audiovisual
3493,Persianas Acciardi,Tapeçaria e decoração
3495,Antonio Geraldo Dos Reis instalações-ME,Obras e serviços na construção civil
3506,Altaj Manutenção e Serviço Ltda,Obras e serviços na construção civil
3507,WORKBOX COMERCIAL EIRELI -­‐ ME,Informática (acessórios e equipamentos)
3507,WORKBOX COMERCIAL EIRELI -­‐ ME,Informática (suprimentos)
3507,WORKBOX COMERCIAL EIRELI -­‐ ME,Material de escritório e desenho (papelaria)
3507,WORKBOX COMERCIAL EIRELI -­‐ ME,Material e equipamento gráfico
3508,HG Design Digital Limitada,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3508,HG Design Digital Limitada,Jornais e revistas
3508,HG Design Digital Limitada,Serviço de diagramação
3508,HG Design Digital Limitada,Serviço de revisão de textos acadêmicos
3508,HG Design Digital Limitada,Tradução de textos
3510,Liol Com. de Periféricos e Acessórios de Informática Ltda – ME,Informática (acessórios e equipamentos)
3510,Liol Com. de Periféricos e Acessórios de Informática Ltda – ME,Informática (suprimentos)
3510,Liol Com. de Periféricos e Acessórios de Informática Ltda – ME,Material de escritório e desenho (papelaria)
3510,Liol Com. de Periféricos e Acessórios de Informática Ltda – ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3510,Liol Com. de Periféricos e Acessórios de Informática Ltda – ME,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3512,Office Jet Industria e Comércio Ltda,Informática (suprimentos)
3513,Eletromig Comercial Ltda,Ferragens e ferramentas
3513,Eletromig Comercial Ltda,Material elétrico
3513,Eletromig Comercial Ltda,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3513,Eletromig Comercial Ltda,Material hidráulico
3514,Extintores Itapaga Comercio e Serviços LTDA - ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3514,Extintores Itapaga Comercio e Serviços LTDA - ME,Segurança e proteção
3514,Extintores Itapaga Comercio e Serviços LTDA - ME,Segurança e proteção - EPI
3518,Candal Industria e Comércio de Moveis Ltda - EPP,Mobiliário
3520,TNSP Controle de Pragas Ltda - ME,"Dedetização, desratização, desinsetização e outros serviços do gênero"
3520,TNSP Controle de Pragas Ltda - ME,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3520,TNSP Controle de Pragas Ltda - ME,"Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) "
